user,tweet id,created_at,lang,like_count,quote_count,reply_count,retweet_count,tweet,URL
PadariaTurma,1527706779769085954,2022-05-20 17:44:14+00:00,en,0,0,0,0,Free music archive isn't free.,
MimiGraceBooks,1527696742937858050,2022-05-20 17:04:21+00:00,en,1,0,1,0,One of my fave youtube channels (Black Music Archive) suggests the dwindling opportunities for singers to get their 10k hours of practice before their debut is to blame https://t.co/EgoRMBR5lh,
KFlakes666,1527676162125725696,2022-05-20 15:42:34+00:00,en,2,0,0,0,"I've posted something from my ""music archive"" 

I can't keep these covers private anymore https://t.co/EdwUjHY0OF",
DoorchaserR,1527669740201824257,2022-05-20 15:17:03+00:00,en,0,0,1,0,"All tracks deleted from this playlist go to the ""A Huge Ever Expanding Archive of Ambient/Glitch/Lowercase music"" Archive playlist.: 

https://t.co/s5tuL3ifg8",https://open.spotify.com/playlist/2F2tgnOlAr507YBJULwciW?si=l4AcQQmgTBGJOVysuScR_A
DeerMikakl,1527661320782217216,2022-05-20 14:43:36+00:00,ja,2,0,0,0,@Nenashi_music archiveないの？,
fogelnet,1527640946988314628,2022-05-20 13:22:38+00:00,en,0,0,0,0,"Grateful Dead - Sun, May 20, 1973 at Stadium, U.C Santa Barbara on Live Music Archive! https://t.co/mpvxmvJRgz",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd73-05-20.sbd.weiner-warner.19564.sbeok.shnf
Urbeingsorudee,1527612056911978497,2022-05-20 11:27:50+00:00,en,14,1,5,0,"Hey guys, are y’all familiar with the YouTube channel “Black Music Archive”?",
KClark2021,1527465981731393541,2022-05-20 01:47:23+00:00,en,0,0,0,0,"#music #archive #performances #live #RochesterNY
#fingerlakes #lincolnhillfarms #cmac #venues
Live Music Recordings | Musical Archivism with Kenneth C. Clark: https://t.co/Zn9JvZgVo3",https://www.youtube.com/playlist?list=PLTONW3pZGen2yIIltD6eNyHbT4UnmlVEy
Mariorzuniga323,1527445104369160192,2022-05-20 00:24:26+00:00,en,5,0,0,0,Check out Music Archive's video! #TikTok https://t.co/FDWY5Nyvma,https://www.tiktok.com/t/ZTdtNnuCV/?k=1
fogelnet,1527306416213544963,2022-05-19 15:13:20+00:00,en,0,0,0,0,"Grateful Dead - Thu, May 19, 1977 at Fox Theatre on Live Music Archive! https://t.co/CLM6u1ZaqC",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd77-05-19.sbd.direwolf.3120.sbeok.shnf
McrSchArtPerf,1527275754517540867,2022-05-19 13:11:29+00:00,en,3,0,0,2,"Hallé with Open Music Archive: Towards Usership.

Knowledge exchange collaboration led by @OpenMusicArchiv, Eileen Simpson, Ben White @70revolutions &amp; the Art and Archive Futures group.
@manmetuni @mcrschart @MMU_MSARC https://t.co/m2tPg20O1v",
fogelnet,1527079540916293633,2022-05-19 00:11:48+00:00,en,0,0,0,0,"Grateful Dead - Wed, May 18, 1977 at Fox Theatre on Live Music Archive! https://t.co/4ramew60ei",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd77-05-18.sbd.murphy.5596.sbeok.shnf
louthiros,1527078050797690880,2022-05-19 00:05:53+00:00,en,0,0,0,0,"David Nevue | Christian Music Archive https://t.co/CihmyroLcv, see more https://t.co/KV1xnFLiL0","https://www.christianmusicarchive.com/podcast/david-nevue, https://tweetedtimes.com/v/13664?s=tnp"
davidnevue,1527035472924405760,2022-05-18 21:16:42+00:00,en,2,0,1,0,"Honored to be interviewed and featured on this weeks @ccmexchange Christian Music Archive Podcast!

Listen wherever you enjoy podcasts, Spotify, Apple Music, Stitcher... 

Here's the Spotify link...

https://t.co/H2lcG9Z8qM",https://open.spotify.com/episode/7qK2X8SqcOuPD6hS4O7RNM?si=cd40a8ad52394589
FaithFanzine,1526964884524748800,2022-05-18 16:36:12+00:00,en,11,0,0,2,"When it comes to records with longevity, B Beat Girls ‘For The Same Man’ has it nailed; it's resonated with generations of music lovers and been referenced time and time again in dance music. Archive photos &amp; full story courtesy of Tommy Musto on our IG: https://t.co/6t688XJ2CL https://t.co/Kb1w6c4cwd",https://instagram.com/faithfanzine/
lbonura,1526961229989744640,2022-05-18 16:21:41+00:00,en,0,0,0,0,#MobileFriendly site Free Music Archive https://t.co/SYWoKBsaGp; more: Mobile Elegance https://t.co/oTxK50m9nC,"https://freemusicarchive.org/, https://mobilelegance.wordpress.com/"
UCSBLibrary,1526956500354314241,2022-05-18 16:02:53+00:00,en,1,0,0,0,"Join us today, May 18th, in the Special Research Collections for The Cambodian Vintage Music Archive Project at 3:30pm. 
Hear about CVMA's work to restore pre-Khmer Rouge era music and surviving families' rights.
https://t.co/ije7hxDKBQ https://t.co/w3IvwBqAHG",https://www.library.ucsb.edu/events-exhibitions/cambodian-vintage-music-archive-cism-archive-event
AndiDurrant,1526931261792694272,2022-05-18 14:22:36+00:00,en,18,0,1,2,Preparing the Dance Music Archive show each week @KissFMUK https://t.co/HcpKsl3ny9,
rickie,1526923759709573121,2022-05-18 13:52:47+00:00,en,34,2,2,9,sick.. found the lossless initial d music archive https://t.co/noEqlqNdDu,https://archive.org/details/12.-initial-d-hyper-mega-mix
StrawberryNorth,1526813560189378561,2022-05-18 06:34:54+00:00,en,16,0,1,3,It was good to catch up with Merv Valentine the other day. Merv helped out Zeb and the 10cc road crew back in the day and is generously donating items to the Strawberry and wider music archive. Merv is seen here with his own memento of 10cc's 1976 tour https://t.co/R9drrYV4M2,
_max_monday,1526773676795777025,2022-05-18 03:56:25+00:00,en,1,0,2,0,"@strangerghostss hi, Paige! i work FT in audio fiction and have been in radio for about 7 yrs. i'd say that making a podcast doesn't have to be expensive. databases like free sound and free music archive are great to keep in your pocket (be sure to learn abt creative commons license though)...",
muziqfirst,1526772221049307137,2022-05-18 03:50:38+00:00,en,8,0,1,0,"Have y’all ever watched the breakdown/ explanation of singers voice on the Black Music Archive  YouTube??? 
I tried to link one but it won’t let me. 
Those videos are GREAT!",
NLNZ,1526705327059574784,2022-05-17 23:24:49+00:00,en,6,1,0,4,"This year marks a decade of mixtapes celebrating the Library's Creative Commons music archive. Check out the latest issue and a look back at the mixtapes past. https://t.co/tEgg4yNQwn
#WebArchiveWednesday @TohatohaNZ @nzmusicmonth #nzmusicmonth",https://natlib.govt.nz/blog/posts/turnbull-mixtape-10-im-never-getting-too-old-for-this-sh-aring
fogelnet,1526644883519262720,2022-05-17 19:24:38+00:00,en,0,0,0,0,"Grateful Dead - Sun, May 17, 1981 at Onongada County War Memorial on Live Music Archive! https://t.co/3tbyBE9Gkk",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd1981-05-17.s2.sbd.digitalrbb.miller.112865.flac16
fondrenlibrary,1526583185412345856,2022-05-17 15:19:28+00:00,en,0,0,0,0,"Last week, our Woodson Research Center's Houston Folk Music Archive co-hosted the return of ""A Night for Guy"" at Duncan Recital Hall: https://t.co/gL5ULEXWnl https://t.co/L5qgsJHYIv",http://ow.ly/nHvX50Ja9k7
turboville1138,1526572048679587840,2022-05-17 14:35:13+00:00,en,0,0,0,0,"#NowPlaying   Grateful Dead from Tue, May 17, 1977 at Memorial Coliseum, U of Alabama on Live Music Archive! https://t.co/B0bhak0D3h https://t.co/KRtTh9C9Sl",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd1977-05-17.sbd.leonard.1107.sbeok.shnf
justice0912,1526570802321186816,2022-05-17 14:30:16+00:00,en,2,0,0,0,"@TheTrueAbstract @youloveCyrus Ohh man, you both have had a huge impact on my music archive. I love sharing your music with everyone regardless if they like it or not. His song ""Love ft Packy"" is still one of my favorites.",
justice0912,1526569333245333504,2022-05-17 14:24:25+00:00,en,1,0,1,0,@youloveCyrus @TheTrueAbstract Dude! I love you and your music. I'm still listening to the old old stuff. (The music from 7-8 years ago.) One of the og goats in my music archive for sure. No doubt. You and your music will always have a special place in my heart for many reasons.,
LNVolcanica,1526518181925380098,2022-05-17 11:01:10+00:00,es,8,0,1,6,"¿Necesitas música  libre de derechos para tus videos? 10 páginas para descargarla

1. Audionity
2.Jamendo
3.Soundcloud
4.Audionautix
https://t.co/MQhCBGVvjR Music Projects
https://t.co/CnL9WidFA5
7.Vimeo
https://t.co/bQKP8U6UPp Music Archive
9.Musopen
10.Dig.ccMixter
#freemusic https://t.co/EmTdnWC1fj","http://5.Free, http://6.Youtube, http://8.Free"
speedquest2,1526418619906805762,2022-05-17 04:25:33+00:00,en,0,0,0,0,Check out Music Archive's video! #TikTok https://t.co/j5Zm5aoPAU,https://vm.tiktok.com/ZTdGA71u2/?k=1
rdbThr33,1526312881058373638,2022-05-16 21:25:23+00:00,en,1,0,0,1,"The “Get By” they close the show with is worth listening to a few times. Tedeschi Trucks Band from Wed, Jul 20, 2016 at Bethel Woods Center for the Arts on Live Music Archive! https://t.co/5hc7NlvNt6",https://livemusicarchive.app/music/artists/TedeschiTrucksBand/recordings/ttb2016-07-20.neumannKM150.flac16
ChanPerco,1526310025798594561,2022-05-16 21:14:02+00:00,fr,27,0,0,10,"9 sites de musique libre de droits pour le montage vidéo

FilmMusic (Incompetech)
Bibliothèque audio YouTube
Bensound
Free Music Archive
PublicDomain4u
FreePD
Fugue
AudioJungle
Jamendo
 https://t.co/92HjWfkT0p https://t.co/s6y7kugpFG",https://buff.ly/3szssg7
TerryKimpling,1526289306549161984,2022-05-16 19:51:42+00:00,en,1,0,0,0,"@56blackcat 60 Minutes did a story on Prince’s music archive. The manager said they can release an album every year through 2050 if they want, iifc. Quite a story. You might be able to find more info at https://t.co/mZEphlcpJv if you are interested.",https://www.cbsnews.com/60-minutes/
ITMADublin,1526227807814176770,2022-05-16 15:47:19+00:00,en,20,1,0,9,Join ITMA Director Liam O'Connor in Edinburgh on 11 June at one-day conference 'Towards a Scottish Traditional Music Archive'. Free event @ScotStoryCentre but tickets must be booked in advance https://t.co/IAZhTq2CXd #itmatrad #Scotland https://t.co/yCG4yrJfIy,https://www.itma.ie/events/towards-a-scottish-traditional-music-archive
poplarpenguin,1526212289476628481,2022-05-16 14:45:40+00:00,en,1,0,0,2,"Perhaps the most influential artist in my life Jim Henson passed away 32 years ago. 

""My hope is to leave the world a little better for having been there.""

From @Daylight_Music archive: https://t.co/Y3jXHnQvBE",https://www.youtube.com/watch?v=NnLD43uNftc
fogelnet,1526203111965986816,2022-05-16 14:09:12+00:00,en,0,0,0,0,"Grateful Dead - Fri, May 16, 1969 at Campolindo High School on Live Music Archive! https://t.co/RhAhZhD1tm",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd69-05-16.sbd.clugston.6316.sbeok.shnf
PodcastDawn,1526080299293196288,2022-05-16 06:01:11+00:00,en,2,0,0,0,"Our theme song is ""The Incredible Shrinking Larry"" by Matt Oakley &amp; ""Big Band Jingle A"" is by Lobo Loco, both on the Free Music Archive.

If you like our show, tell a friend, rate and review on your podcast app of choice, and come say hi on Facebook, Twitter, Tumblr or Instagram!",
TheMJCast,1525859529396736002,2022-05-15 15:23:55+00:00,en,38,2,3,2,"@andjustice4some They’d be better off doing a deal with Marcos Cabota to repurpose Sonic Fantasy with added music/archive. The cast he has assembled are the people Spike should’ve been interviewing but, for whatever reason, wasn’t. We don’t need Bieber’s alleged insights. C",
fogelnet,1525846014950682625,2022-05-15 14:30:13+00:00,en,0,0,0,0,"Grateful Dead - Fri, May 15, 1981 at Athletic Center - Rutgers University on Live Music Archive! https://t.co/sgqfh6aLKV",https://livemusicarchive.app/music/artists/GratefulDead/recordings/gd1981-05-15.sbd.miller.86783.sbeok.flac16
manofcolor_,1525704411867189248,2022-05-15 05:07:32+00:00,en,13,0,0,1,"in another world, i would make my PhD all about the South African sonic (jazz music) archive as a site of black resistance and a site of black dislocation.",
peniscreep,1525645667133161473,2022-05-15 01:14:06+00:00,en,5,0,0,0,Made a music archive Channel https://t.co/vqanYtc7H1,https://www.youtube.com/channel/UCXL-dtlRxLhdMu7DgDmUgVg
